date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,district,latitude
2015-12-26,14.02,0.0,3.09,12.86,Shamli,29.45
2015-12-27,16.22,0.0,2.8,12.0,Shamli,29.45
2015-12-28,17.25,0.0,3.17,11.3,Shamli,29.45
2015-12-29,16.86,0.0,3.23,13.47,Shamli,29.45
2015-12-30,15.68,0.0,1.69,13.31,Shamli,29.45
2015-12-31,14.95,0.0,1.48,13.48,Shamli,29.45
2016-01-01,15.14,0.0,1.48,12.08,Shamli,29.45
2016-01-02,14.94,0.0,1.74,12.65,Shamli,29.45
2016-01-03,14.79,0.0,2.13,11.17,Shamli,29.45
2016-01-04,15.73,0.0,0.73,9.27,Shamli,29.45
2016-01-05,18.74,0.0,1.1,11.16,Shamli,29.45
2016-01-06,18.62,0.0,1.09,8.96,Shamli,29.45
2016-01-07,18.15,0.01,1.14,8.61,Shamli,29.45
2016-01-08,16.37,0.02,2.65,9.53,Shamli,29.45
2016-01-09,15.04,0.0,3.5,13.52,Shamli,29.45
2016-01-10,14.95,0.0,1.73,13.29,Shamli,29.45
2016-01-11,16.25,0.0,0.94,12.19,Shamli,29.45
2016-01-12,16.96,0.0,1.28,11.77,Shamli,29.45
2016-01-13,15.93,0.01,1.34,8.79,Shamli,29.45
2016-01-14,13.95,0.0,1.24,5.51,Shamli,29.45
2016-01-15,13.25,0.0,1.83,8.13,Shamli,29.45
2016-01-16,13.16,0.0,2.65,7.14,Shamli,29.45
2016-01-17,13.49,0.0,1.02,10.72,Shamli,29.45
2016-01-18,13.43,0.0,1.27,11.11,Shamli,29.45
2016-01-19,13.3,0.0,1.4,7.43,Shamli,29.45
2016-01-20,11.49,0.0,2.13,6.3,Shamli,29.45
2016-01-21,11.28,0.0,2.4,6.77,Shamli,29.45
2016-01-22,11.66,0.0,1.64,10.6,Shamli,29.45
2016-01-23,12.57,0.0,1.57,10.65,Shamli,29.45
2016-01-24,11.92,0.0,1.54,8.6,Shamli,29.45
2016-01-25,11.09,0.0,1.49,8.34,Shamli,29.45
2016-01-26,14.74,0.0,0.91,10.25,Shamli,29.45
2016-01-27,15.06,0.0,1.31,12.05,Shamli,29.45
2016-01-28,16.04,0.0,2.39,13.36,Shamli,29.45
2016-01-29,18.86,0.21,0.8,11.12,Shamli,29.45
2016-01-30,19.71,0.05,1.09,11.9,Shamli,29.45
2016-01-31,17.38,0.0,2.52,9.67,Shamli,29.45
2016-02-01,14.92,0.0,2.16,16.97,Shamli,29.45
2016-02-02,13.56,0.0,1.91,15.93,Shamli,29.45
2016-02-03,14.33,0.0,2.87,16.56,Shamli,29.45
2016-02-04,14.61,0.0,2.05,16.11,Shamli,29.45
2016-02-05,15.51,0.0,1.58,16.22,Shamli,29.45
2016-02-06,17.13,0.0,1.35,14.43,Shamli,29.45
2016-02-07,16.07,6.57,1.53,5.79,Shamli,29.45
2016-02-08,15.3,0.0,1.42,15.97,Shamli,29.45
2016-02-09,16.12,0.0,1.72,16.46,Shamli,29.45
2016-02-10,17.06,0.0,1.28,13.95,Shamli,29.45
2016-02-11,16.1,0.0,2.44,13.64,Shamli,29.45
2016-02-12,15.24,0.0,1.62,15.7,Shamli,29.45
2016-02-13,16.42,1.0,1.23,5.82,Shamli,29.45
2016-02-14,15.55,1.14,1.62,16.77,Shamli,29.45
2016-02-15,14.58,0.0,1.52,14.0,Shamli,29.45
2016-02-16,15.24,0.0,1.58,17.49,Shamli,29.45
2016-02-17,18.56,0.0,1.6,15.97,Shamli,29.45
2016-02-18,22.17,0.17,2.06,10.47,Shamli,29.45
2016-02-19,22.81,0.08,1.37,8.34,Shamli,29.45
2016-02-20,21.68,3.36,1.65,14.37,Shamli,29.45
2016-02-21,19.76,0.0,3.92,18.88,Shamli,29.45
2016-02-22,19.53,0.0,3.92,20.43,Shamli,29.45
2016-02-23,19.04,0.0,2.17,20.02,Shamli,29.45
2016-02-24,20.93,0.0,1.18,19.22,Shamli,29.45
2016-02-25,21.03,0.0,1.07,18.56,Shamli,29.45
2016-02-26,20.97,0.0,1.47,18.06,Shamli,29.45
2016-02-27,21.07,0.0,0.99,16.88,Shamli,29.45
2016-02-28,21.71,0.0,0.92,15.98,Shamli,29.45
2016-02-29,21.96,0.02,1.04,16.4,Shamli,29.45
2016-03-01,22.18,0.01,1.56,16.84,Shamli,29.45
2016-03-02,23.36,0.0,1.53,17.6,Shamli,29.45
2016-03-03,24.47,0.0,2.23,18.91,Shamli,29.45
2016-03-04,24.81,0.0,2.22,19.33,Shamli,29.45
2016-03-05,24.11,0.4,1.73,12.93,Shamli,29.45
2016-03-06,23.87,0.49,1.37,10.45,Shamli,29.45
2016-03-07,23.18,0.77,1.7,18.81,Shamli,29.45
2016-03-08,22.91,0.0,2.16,18.99,Shamli,29.45
2016-03-09,22.52,0.0,1.79,19.13,Shamli,29.45
2016-03-10,24.54,0.0,2.31,19.87,Shamli,29.45
2016-03-11,26.02,2.59,1.68,11.44,Shamli,29.45
2016-03-12,25.33,17.24,2.23,10.57,Shamli,29.45
2016-03-13,22.19,2.31,2.77,18.64,Shamli,29.45
2016-03-14,22.0,0.88,1.18,18.08,Shamli,29.45
2016-03-15,21.01,0.0,2.55,21.73,Shamli,29.45
2016-03-16,21.53,0.0,3.58,20.71,Shamli,29.45
2016-03-17,22.74,1.2,1.74,13.56,Shamli,29.45
2016-03-18,25.23,0.11,2.5,20.55,Shamli,29.45
2016-03-19,26.73,0.46,1.15,18.52,Shamli,29.45
2016-03-20,26.06,0.23,1.38,21.38,Shamli,29.45
2016-03-21,23.48,0.03,4.89,23.94,Shamli,29.45
2016-03-22,22.75,0.0,4.96,25.57,Shamli,29.45
2016-03-23,23.51,0.0,2.7,24.82,Shamli,29.45
2016-03-24,25.82,0.0,1.18,21.69,Shamli,29.45
2016-03-25,27.36,0.0,1.24,21.21,Shamli,29.45
2016-03-26,25.61,0.0,2.18,11.49,Shamli,29.45
2016-03-27,24.93,0.02,1.89,22.62,Shamli,29.45
2016-03-28,24.79,0.0,2.03,23.67,Shamli,29.45
2016-03-29,26.34,0.0,2.3,20.6,Shamli,29.45
2016-03-30,27.34,0.0,2.06,22.98,Shamli,29.45
2016-03-31,28.55,0.0,1.93,22.51,Shamli,29.45
2016-04-01,29.94,0.0,3.15,22.96,Shamli,29.45
2016-04-02,31.54,0.0,2.16,21.23,Shamli,29.45
2016-04-03,32.88,0.0,1.84,19.79,Shamli,29.45
2016-04-04,30.68,0.02,1.68,20.63,Shamli,29.45
2016-04-05,29.14,0.0,3.14,15.29,Shamli,29.45
2016-04-06,28.84,0.08,1.91,21.42,Shamli,29.45
2016-04-07,29.89,0.0,2.06,23.04,Shamli,29.45
2016-04-08,27.98,1.12,1.52,25.62,Shamli,29.45
2016-04-09,29.73,0.0,2.41,24.91,Shamli,29.45
2016-04-10,30.08,0.0,3.14,19.22,Shamli,29.45
2016-04-11,29.16,0.0,3.96,24.92,Shamli,29.45
2016-04-12,28.81,0.0,4.43,26.93,Shamli,29.45
2016-04-13,30.24,0.0,4.91,27.16,Shamli,29.45
2016-04-14,31.6,0.0,3.77,26.98,Shamli,29.45
2016-04-15,32.83,0.0,3.03,23.93,Shamli,29.45
2016-04-16,34.31,0.0,3.0,23.84,Shamli,29.45
2016-04-17,34.58,0.02,1.96,22.81,Shamli,29.45
2016-04-18,33.95,0.3,2.12,21.49,Shamli,29.45
2016-04-19,33.82,0.35,1.48,18.26,Shamli,29.45
2016-04-20,33.88,0.0,3.66,24.01,Shamli,29.45
2016-04-21,32.83,0.0,5.11,27.16,Shamli,29.45
2016-04-22,33.58,0.39,2.76,22.57,Shamli,29.45
2016-04-23,30.6,0.82,3.14,28.27,Shamli,29.45
2016-04-24,29.98,0.0,3.27,28.31,Shamli,29.45
2016-04-25,30.63,0.0,3.18,27.21,Shamli,29.45
2016-04-26,31.81,0.0,2.2,24.67,Shamli,29.45
2016-04-27,32.53,0.0,2.63,24.89,Shamli,29.45
2016-04-28,32.79,0.0,3.29,26.7,Shamli,29.45
2016-04-29,32.88,0.0,2.82,26.52,Shamli,29.45
2016-04-30,32.38,0.0,2.17,25.27,Shamli,29.45
2016-05-01,33.65,0.0,2.84,26.21,Shamli,29.45
2016-05-02,35.23,0.0,2.34,25.79,Shamli,29.45
2016-05-03,33.31,2.76,2.22,17.74,Shamli,29.45
2016-05-04,33.85,0.59,2.81,17.68,Shamli,29.45
2016-05-05,31.93,5.0,2.5,20.82,Shamli,29.45
2016-05-06,30.97,1.46,1.66,23.05,Shamli,29.45
2016-05-07,32.2,0.11,1.66,22.02,Shamli,29.45
2016-05-08,33.19,0.01,1.65,20.92,Shamli,29.45
2016-05-09,34.37,0.07,2.1,20.91,Shamli,29.45
2016-05-10,34.58,0.23,1.91,21.96,Shamli,29.45
2016-05-11,33.78,2.77,1.67,20.72,Shamli,29.45
2016-05-12,34.31,0.0,2.16,25.08,Shamli,29.45
2016-05-13,35.62,0.01,1.74,25.5,Shamli,29.45
2016-05-14,36.44,0.0,2.32,26.74,Shamli,29.45
2016-05-15,36.87,0.02,3.48,26.54,Shamli,29.45
2016-05-16,36.39,0.0,3.14,28.3,Shamli,29.45
2016-05-17,36.76,0.0,3.54,28.94,Shamli,29.45
2016-05-18,37.35,0.0,2.65,28.99,Shamli,29.45
2016-05-19,37.9,0.0,2.23,27.23,Shamli,29.45
2016-05-20,37.36,0.0,2.3,25.38,Shamli,29.45
2016-05-21,38.43,0.88,2.27,24.83,Shamli,29.45
2016-05-22,38.37,0.01,2.3,25.87,Shamli,29.45
2016-05-23,37.46,2.13,2.43,16.59,Shamli,29.45
2016-05-24,34.08,6.53,2.28,20.38,Shamli,29.45
2016-05-25,33.74,0.06,2.97,24.45,Shamli,29.45
2016-05-26,34.92,0.48,2.19,26.12,Shamli,29.45
2016-05-27,37.3,0.0,4.52,26.07,Shamli,29.45
2016-05-28,36.35,0.96,3.42,23.51,Shamli,29.45
2016-05-29,33.65,13.71,1.97,21.77,Shamli,29.45
2016-05-30,32.34,1.59,2.23,19.93,Shamli,29.45
2016-05-31,33.73,0.0,2.84,26.04,Shamli,29.45
2016-06-01,35.4,0.0,2.88,25.55,Shamli,29.45
2016-06-02,36.57,0.16,4.18,24.71,Shamli,29.45
2016-06-03,36.25,0.19,2.02,25.64,Shamli,29.45
2016-06-04,36.73,1.34,1.59,26.23,Shamli,29.45
2016-06-05,37.84,1.01,1.27,25.19,Shamli,29.45
2016-06-06,35.3,10.2,1.29,23.2,Shamli,29.45
2016-06-07,34.55,1.1,1.37,21.96,Shamli,29.45
2016-06-08,36.06,0.17,1.64,24.43,Shamli,29.45
2016-06-09,36.99,2.01,2.01,23.93,Shamli,29.45
2016-06-10,37.68,0.12,1.73,25.41,Shamli,29.45
2016-06-11,37.48,1.43,3.51,22.99,Shamli,29.45
2016-06-12,37.78,0.09,3.77,23.39,Shamli,29.45
2016-06-13,37.28,1.34,4.09,22.93,Shamli,29.45
2016-06-14,35.71,0.57,3.99,21.33,Shamli,29.45
2016-06-15,35.44,6.26,1.71,15.33,Shamli,29.45
2016-06-16,33.16,12.27,2.07,20.69,Shamli,29.45
2016-06-17,35.32,0.01,1.27,22.78,Shamli,29.45
2016-06-18,35.94,0.05,1.36,23.0,Shamli,29.45
2016-06-19,35.71,1.01,1.88,23.29,Shamli,29.45
2016-06-20,36.39,0.96,1.93,15.4,Shamli,29.45
2016-06-21,35.42,2.69,2.52,19.5,Shamli,29.45
2016-06-22,34.49,2.98,1.31,20.72,Shamli,29.45
2016-06-23,35.5,0.07,2.21,20.44,Shamli,29.45
2016-06-24,36.57,0.01,2.18,21.12,Shamli,29.45
2016-06-25,36.86,0.37,1.11,21.73,Shamli,29.45
2016-06-26,36.07,0.96,1.56,18.54,Shamli,29.45
2016-06-27,35.79,3.47,1.47,18.84,Shamli,29.45
2016-06-28,34.78,5.55,1.55,12.31,Shamli,29.45
2016-06-29,36.18,0.63,1.23,24.66,Shamli,29.45
2016-06-30,36.92,2.86,2.02,21.91,Shamli,29.45
2016-07-01,35.3,11.39,2.18,14.45,Shamli,29.45
2016-07-02,32.58,14.75,2.31,5.57,Shamli,29.45
2016-07-03,32.0,6.86,1.6,9.77,Shamli,29.45
2016-07-04,30.3,18.74,0.8,20.53,Shamli,29.45
2016-07-05,34.13,1.34,2.24,19.96,Shamli,29.45
2016-07-06,35.4,2.89,1.68,18.35,Shamli,29.45
2016-07-07,35.41,0.43,1.75,19.87,Shamli,29.45
2016-07-08,35.79,1.25,1.75,14.77,Shamli,29.45
2016-07-09,34.94,2.32,1.14,20.19,Shamli,29.45
2016-07-10,34.83,0.96,1.85,20.93,Shamli,29.45
2016-07-11,34.46,0.46,2.32,17.96,Shamli,29.45
2016-07-12,32.33,1.38,2.43,18.01,Shamli,29.45
2016-07-13,33.05,3.21,2.02,24.37,Shamli,29.45
2016-07-14,30.38,6.81,1.08,9.42,Shamli,29.45
2016-07-15,32.7,5.92,1.67,18.08,Shamli,29.45
2016-07-16,30.5,36.75,1.32,3.39,Shamli,29.45
2016-07-17,28.6,96.43,0.66,8.8,Shamli,29.45
2016-07-18,28.98,14.44,1.72,18.85,Shamli,29.45
2016-07-19,29.79,0.21,3.39,22.04,Shamli,29.45
2016-07-20,30.41,0.04,2.73,22.19,Shamli,29.45
2016-07-21,30.78,5.32,1.95,22.17,Shamli,29.45
2016-07-22,29.64,31.13,1.78,19.08,Shamli,29.45
2016-07-23,29.37,16.51,1.59,16.46,Shamli,29.45
2016-07-24,28.89,7.41,1.06,20.85,Shamli,29.45
2016-07-25,29.94,1.25,1.09,20.55,Shamli,29.45
2016-07-26,29.03,0.95,1.74,12.06,Shamli,29.45
2016-07-27,27.72,4.4,2.16,14.8,Shamli,29.45
2016-07-28,27.65,29.55,0.7,15.5,Shamli,29.45
2016-07-29,28.29,31.59,0.81,10.73,Shamli,29.45
2016-07-30,26.85,16.86,1.32,13.82,Shamli,29.45
2016-07-31,28.61,4.21,0.93,17.18,Shamli,29.45
2016-08-01,27.88,14.71,2.61,13.6,Shamli,29.45
2016-08-02,28.24,0.79,2.13,20.89,Shamli,29.45
2016-08-03,29.58,0.15,0.98,25.21,Shamli,29.45
2016-08-04,30.29,0.08,0.99,25.23,Shamli,29.45
2016-08-05,30.12,20.96,0.68,21.52,Shamli,29.45
2016-08-06,29.94,9.15,0.93,12.12,Shamli,29.45
2016-08-07,29.9,6.94,0.91,19.93,Shamli,29.45
2016-08-08,29.89,2.54,0.99,16.93,Shamli,29.45
2016-08-09,28.88,9.23,1.56,19.64,Shamli,29.45
2016-08-10,27.01,11.63,2.15,15.44,Shamli,29.45
2016-08-11,27.79,10.13,1.59,10.07,Shamli,29.45
2016-08-12,27.64,8.01,1.33,16.11,Shamli,29.45
2016-08-13,28.49,2.48,1.24,15.62,Shamli,29.45
2016-08-14,28.64,2.96,1.32,8.82,Shamli,29.45
2016-08-15,28.89,2.33,2.08,19.57,Shamli,29.45
2016-08-16,28.76,0.44,2.35,22.98,Shamli,29.45
2016-08-17,28.33,6.29,1.5,10.5,Shamli,29.45
2016-08-18,28.96,4.98,0.93,14.09,Shamli,29.45
2016-08-19,29.23,1.32,1.32,22.41,Shamli,29.45
2016-08-20,28.91,1.21,1.04,19.35,Shamli,29.45
2016-08-21,28.87,0.43,1.01,23.17,Shamli,29.45
2016-08-22,28.89,2.19,0.92,21.31,Shamli,29.45
2016-08-23,29.16,1.18,0.77,16.85,Shamli,29.45
2016-08-24,27.87,2.95,1.8,16.15,Shamli,29.45
2016-08-25,29.16,0.38,0.84,21.13,Shamli,29.45
2016-08-26,28.78,1.09,0.87,20.99,Shamli,29.45
2016-08-27,28.15,2.01,1.57,16.24,Shamli,29.45
2016-08-28,28.1,0.05,0.96,22.46,Shamli,29.45
2016-08-29,28.23,9.19,1.28,11.73,Shamli,29.45
2016-08-30,28.09,4.97,0.86,18.56,Shamli,29.45
2016-08-31,27.38,8.11,1.09,8.78,Shamli,29.45
2016-09-01,27.98,19.5,1.07,14.41,Shamli,29.45
2016-09-02,27.36,0.17,2.48,19.99,Shamli,29.45
2016-09-03,26.76,0.0,2.56,22.73,Shamli,29.45
2016-09-04,26.76,1.18,2.31,22.18,Shamli,29.45
2016-09-05,27.02,5.42,2.06,19.88,Shamli,29.45
2016-09-06,27.15,0.04,2.51,20.91,Shamli,29.45
2016-09-07,27.12,0.0,2.41,20.21,Shamli,29.45
2016-09-08,27.75,0.01,2.5,20.15,Shamli,29.45
2016-09-09,27.91,0.72,2.61,20.2,Shamli,29.45
2016-09-10,28.0,0.45,2.37,20.9,Shamli,29.45
2016-09-11,27.99,1.29,2.15,20.97,Shamli,29.45
2016-09-12,28.33,0.87,2.23,20.42,Shamli,29.45
2016-09-13,28.56,0.15,1.49,17.27,Shamli,29.45
2016-09-14,29.11,0.3,0.95,20.76,Shamli,29.45
2016-09-15,28.96,0.07,1.36,21.12,Shamli,29.45
2016-09-16,29.31,0.01,1.13,20.97,Shamli,29.45
2016-09-17,30.05,0.0,0.77,18.71,Shamli,29.45
2016-09-18,30.01,0.03,0.53,18.42,Shamli,29.45
2016-09-19,29.61,1.05,1.16,17.12,Shamli,29.45
2016-09-20,30.63,1.41,0.81,16.97,Shamli,29.45
2016-09-21,30.55,5.66,0.9,15.06,Shamli,29.45
2016-09-22,28.18,7.61,0.86,15.69,Shamli,29.45
2016-09-23,28.83,0.04,0.78,20.33,Shamli,29.45
2016-09-24,28.99,0.0,0.83,17.83,Shamli,29.45
2016-09-25,29.02,0.02,0.92,18.77,Shamli,29.45
2016-09-26,28.4,6.46,1.04,15.58,Shamli,29.45
2016-09-27,28.15,1.02,1.07,14.74,Shamli,29.45
2016-09-28,29.11,0.0,0.9,15.13,Shamli,29.45
2016-09-29,28.97,0.0,0.91,14.48,Shamli,29.45
2016-09-30,29.54,0.0,1.01,15.86,Shamli,29.45
2016-10-01,29.74,0.0,1.05,14.19,Shamli,29.45
2016-10-02,30.78,0.0,0.6,13.49,Shamli,29.45
2016-10-03,30.04,0.02,1.47,10.51,Shamli,29.45
2016-10-04,29.7,0.46,1.25,11.68,Shamli,29.45
2016-10-05,28.11,1.0,1.45,10.65,Shamli,29.45
2016-10-06,28.01,3.72,1.04,13.11,Shamli,29.45
2016-10-07,28.03,0.07,1.91,15.46,Shamli,29.45
2016-10-08,27.69,0.0,1.5,17.8,Shamli,29.45
2016-10-09,27.11,0.01,1.27,17.41,Shamli,29.45
2016-10-10,26.48,0.0,1.67,14.36,Shamli,29.45
2016-10-11,25.77,0.0,2.24,19.01,Shamli,29.45
2016-10-12,25.08,0.0,2.22,19.08,Shamli,29.45
2016-10-13,24.64,0.0,2.62,19.39,Shamli,29.45
2016-10-14,24.23,0.0,1.79,19.41,Shamli,29.45
2016-10-15,24.47,0.0,1.91,19.02,Shamli,29.45
2016-10-16,24.38,0.0,1.85,18.39,Shamli,29.45
2016-10-17,24.43,0.0,1.95,18.25,Shamli,29.45
2016-10-18,23.96,0.0,1.65,17.98,Shamli,29.45
2016-10-19,24.18,0.0,1.41,17.41,Shamli,29.45
2016-10-20,24.35,0.0,1.88,17.13,Shamli,29.45
2016-10-21,24.0,0.0,1.95,16.46,Shamli,29.45
2016-10-22,24.06,0.0,2.25,16.5,Shamli,29.45
2016-10-23,23.52,0.0,2.69,15.75,Shamli,29.45
2016-10-24,23.1,0.0,2.28,16.27,Shamli,29.45
2016-10-25,23.46,0.0,1.76,16.01,Shamli,29.45
2016-10-26,23.23,0.0,1.6,15.28,Shamli,29.45
2016-10-27,22.49,0.0,2.2,16.66,Shamli,29.45
2016-10-28,21.92,0.0,1.9,15.95,Shamli,29.45
2016-10-29,23.24,0.0,0.98,14.49,Shamli,29.45
2016-10-30,21.12,0.0,0.99,12.1,Shamli,29.45
2016-10-31,21.89,0.0,0.95,13.65,Shamli,29.45
2016-11-01,21.65,0.0,1.37,13.74,Shamli,29.45
2016-11-02,21.47,0.0,1.0,14.76,Shamli,29.45
2016-11-03,22.43,0.0,0.93,16.99,Shamli,29.45
2016-11-04,21.59,0.0,1.54,12.49,Shamli,29.45
2016-11-05,20.04,0.0,1.57,11.52,Shamli,29.45
2016-11-06,20.26,0.0,1.64,12.15,Shamli,29.45
2016-11-07,20.49,0.0,2.7,14.76,Shamli,29.45
2016-11-08,19.88,0.0,3.04,15.14,Shamli,29.45
2016-11-09,20.14,0.0,2.33,14.84,Shamli,29.45
2016-11-10,20.66,0.0,1.05,14.33,Shamli,29.45
2016-11-11,20.93,0.0,1.12,13.28,Shamli,29.45
2016-11-12,21.69,0.0,1.01,13.81,Shamli,29.45
2016-11-13,21.78,0.0,0.95,13.01,Shamli,29.45
2016-11-14,20.4,0.0,1.44,12.85,Shamli,29.45
2016-11-15,19.07,0.0,1.75,13.09,Shamli,29.45
2016-11-16,18.57,0.0,2.32,14.43,Shamli,29.45
2016-11-17,18.84,0.0,3.06,14.73,Shamli,29.45
2016-11-18,17.98,0.0,2.37,13.65,Shamli,29.45
2016-11-19,18.94,0.0,1.54,12.7,Shamli,29.45
2016-11-20,19.79,0.0,1.02,12.02,Shamli,29.45
2016-11-21,19.27,0.0,1.45,13.07,Shamli,29.45
2016-11-22,19.82,0.0,2.21,14.06,Shamli,29.45
2016-11-23,19.55,0.0,2.13,13.46,Shamli,29.45
2016-11-24,20.55,0.0,2.83,13.28,Shamli,29.45
2016-11-25,21.69,0.0,4.39,14.42,Shamli,29.45
2016-11-26,21.52,0.0,3.65,13.83,Shamli,29.45
2016-11-27,21.24,0.0,3.51,14.13,Shamli,29.45
2016-11-28,19.91,0.0,2.8,14.2,Shamli,29.45
2016-11-29,19.49,0.0,0.9,12.23,Shamli,29.45
2016-11-30,18.51,0.0,1.27,11.23,Shamli,29.45
2016-12-01,18.66,0.0,1.16,10.62,Shamli,29.45
2016-12-02,17.59,0.0,1.62,11.45,Shamli,29.45
2016-12-03,17.11,0.0,1.5,11.86,Shamli,29.45
2016-12-04,16.41,0.0,1.8,11.68,Shamli,29.45
2016-12-05,16.47,0.0,1.81,11.76,Shamli,29.45
2016-12-06,17.91,0.0,0.99,8.45,Shamli,29.45
2016-12-07,18.37,0.0,1.03,8.54,Shamli,29.45
2016-12-08,17.98,0.0,1.14,9.02,Shamli,29.45
2016-12-09,17.8,0.0,0.83,9.43,Shamli,29.45
2016-12-10,18.53,0.0,1.2,6.98,Shamli,29.45
2016-12-11,19.21,0.0,1.37,9.89,Shamli,29.45
2016-12-12,17.37,0.0,2.07,11.41,Shamli,29.45
2016-12-13,17.7,0.0,2.45,10.03,Shamli,29.45
2016-12-14,16.8,0.0,2.77,10.9,Shamli,29.45
2016-12-15,15.4,0.0,2.65,12.12,Shamli,29.45
2016-12-16,15.22,0.0,1.59,11.01,Shamli,29.45
2016-12-17,15.3,0.0,1.87,12.85,Shamli,29.45
2016-12-18,14.99,0.0,1.76,12.6,Shamli,29.45
2016-12-19,15.3,0.0,2.6,12.82,Shamli,29.45
2016-12-20,16.24,0.0,3.92,13.35,Shamli,29.45
2016-12-21,15.6,0.0,3.11,13.28,Shamli,29.45
2016-12-22,15.75,0.0,1.34,12.73,Shamli,29.45
2016-12-23,16.15,0.0,1.21,12.7,Shamli,29.45
2016-12-24,15.64,0.0,1.43,11.38,Shamli,29.45
2016-12-25,14.51,0.79,1.72,7.29,Shamli,29.45
2016-12-26,14.25,0.04,2.36,11.75,Shamli,29.45
2016-12-27,14.14,0.0,1.93,12.29,Shamli,29.45
2016-12-28,15.14,0.0,1.47,10.76,Shamli,29.45
2016-12-29,14.41,0.0,1.31,8.48,Shamli,29.45
2016-12-30,13.85,0.0,1.54,10.51,Shamli,29.45
2016-12-31,13.48,0.0,1.65,9.66,Shamli,29.45
2017-01-01,15.98,1.94,1.57,12.22,Shamli,29.45
2017-01-02,16.26,0.02,1.2,12.48,Shamli,29.45
2017-01-03,16.35,0.0,1.24,12.31,Shamli,29.45
2017-01-04,17.36,0.0,1.09,11.04,Shamli,29.45
2017-01-05,17.22,0.0,1.33,11.05,Shamli,29.45
2017-01-06,16.81,1.15,2.1,8.43,Shamli,29.45
2017-01-07,13.38,13.95,2.48,1.6,Shamli,29.45
2017-01-08,12.45,0.0,1.02,10.3,Shamli,29.45
2017-01-09,11.28,0.0,1.96,12.06,Shamli,29.45
2017-01-10,9.6,0.0,2.77,14.15,Shamli,29.45
2017-01-11,8.66,0.16,2.29,14.0,Shamli,29.45
2017-01-12,8.61,0.32,2.08,13.45,Shamli,29.45
2017-01-13,9.75,0.0,1.82,13.72,Shamli,29.45
2017-01-14,10.69,0.0,1.43,12.58,Shamli,29.45
2017-01-15,13.62,0.04,1.14,12.61,Shamli,29.45
2017-01-16,13.19,0.45,1.76,8.3,Shamli,29.45
2017-01-17,10.96,0.01,1.84,6.42,Shamli,29.45
2017-01-18,12.29,0.0,2.02,12.17,Shamli,29.45
2017-01-19,12.24,0.0,2.95,14.14,Shamli,29.45
2017-01-20,12.3,0.0,2.73,14.26,Shamli,29.45
2017-01-21,13.19,0.0,1.9,10.42,Shamli,29.45
2017-01-22,15.71,0.07,1.85,11.06,Shamli,29.45
2017-01-23,15.78,0.0,2.19,13.07,Shamli,29.45
2017-01-24,15.23,0.0,1.65,12.13,Shamli,29.45
2017-01-25,18.49,0.03,1.74,9.37,Shamli,29.45
2017-01-26,18.08,4.54,2.57,2.07,Shamli,29.45
2017-01-27,13.65,11.25,1.18,11.05,Shamli,29.45
2017-01-28,14.01,0.0,2.62,9.78,Shamli,29.45
2017-01-29,16.04,0.0,2.82,11.4,Shamli,29.45
2017-01-30,15.88,0.0,1.75,13.05,Shamli,29.45
2017-01-31,16.03,0.0,2.17,13.46,Shamli,29.45
2017-02-01,15.21,0.0,1.96,12.99,Shamli,29.45
2017-02-02,15.23,0.0,1.01,12.14,Shamli,29.45
2017-02-03,16.08,0.0,1.39,13.55,Shamli,29.45
2017-02-04,17.56,0.01,1.95,10.03,Shamli,29.45
2017-02-05,16.59,2.47,1.55,8.22,Shamli,29.45
2017-02-06,15.71,0.16,2.43,14.72,Shamli,29.45
2017-02-07,14.06,0.0,2.5,15.58,Shamli,29.45
2017-02-08,15.43,0.0,1.79,15.46,Shamli,29.45
2017-02-09,14.54,0.0,2.53,16.69,Shamli,29.45
2017-02-10,14.25,0.0,2.07,17.87,Shamli,29.45
2017-02-11,15.52,0.0,1.3,17.27,Shamli,29.45
2017-02-12,15.95,0.0,1.02,15.92,Shamli,29.45
2017-02-13,16.08,0.0,2.02,17.69,Shamli,29.45
2017-02-14,16.55,0.0,2.3,17.73,Shamli,29.45
2017-02-15,18.17,0.0,2.01,16.01,Shamli,29.45
2017-02-16,21.2,0.0,3.33,15.59,Shamli,29.45
2017-02-17,20.95,0.0,3.11,13.78,Shamli,29.45
2017-02-18,21.69,0.0,2.9,14.7,Shamli,29.45
2017-02-19,22.62,0.0,2.17,13.88,Shamli,29.45
2017-02-20,22.82,0.35,1.63,14.97,Shamli,29.45
2017-02-21,18.92,1.15,2.06,12.82,Shamli,29.45
2017-02-22,17.68,0.0,2.28,19.02,Shamli,29.45
2017-02-23,17.51,0.0,3.48,20.49,Shamli,29.45
2017-02-24,18.19,0.0,4.48,20.15,Shamli,29.45
2017-02-25,18.81,0.0,3.73,20.19,Shamli,29.45
2017-02-26,19.34,0.0,3.01,21.06,Shamli,29.45
2017-02-27,19.42,0.0,2.43,20.85,Shamli,29.45
2017-02-28,21.2,0.04,1.84,15.82,Shamli,29.45
2017-03-01,22.9,0.55,1.23,17.59,Shamli,29.45
2017-03-02,21.28,0.04,1.89,19.03,Shamli,29.45
2017-03-03,19.63,0.0,2.26,18.63,Shamli,29.45
2017-03-04,18.77,0.0,2.32,21.82,Shamli,29.45
2017-03-05,19.41,0.0,3.51,21.44,Shamli,29.45
